"","sample","phi","bed","thick","facies","sub","color"
"912","UY055",3,"B52",0.1,"Sl","Ce","tan4"
"913","UY055",3,"B53",0.2,"St","Ce","tan4"
"914","UY055",3,"B54",0.1,"Sl","Ce","tan4"
"915","UY055",3,"B55",0.3,"Sp","Ce","tan4"
"916","UY055",3,"B56",0.2,"St","Ce","tan4"
"917","UY055",3,"B57",0.2,"St","Ce","tan4"
"918","UY055",3,"B58",0.5,"Sm","Ce","tan4"
"919","UY055",3,"B59",0.3,"Sli","Ce","tan4"
"920","UY055",3,"B60",0.2,"St","Ce","tan4"
"921","UY055",3,"B61",0.3,"Sli","Ce","tan4"
"922","UY055",3,"B62",0.1,"Sl","Ce","tan4"
"923","UY055",3,"B63",0.15,"St","Ce","tan4"
"924","UY055",3,"B64",0.2,"Sl","Ce","tan4"
"925","UY055",3,"B65",0.1,"St","Ce","tan4"
"926","UY055",3,"B66",0.2,"Sl","Ce","tan4"
"927","UY055",3,"B67",0.1,"St","Ce","tan4"
"928","UY055",3,"B68",0.15,"Sl","Ce","tan4"
"929","UY055",3,"B69",0.4,"Sm","Ce","tan4"
"930","UY055",3,"B70",1.9,"Sl","Ce","tan4"
"931","UY055",4,"B71",0.4,"Fm","Fm","gray65"
"932","UY055",3,"B72",0.6,"Sm","Ce","tan4"
"933","UY055",3,"B73",1.5,"Sli","Ce","tan4"
"934","UY055",3,"B74",1.7,"Sli","Ce","tan4"
"935","UY055",3,"B75",0.3,"Sm","Ce","tan4"
"936","UY055",3,"B76",0.7,"Sl","Ce","tan4"
"937","UY055",3,"B77",0.7,"S","Ce","tan4"
"938","UY055",3,"B78",1,"Sl","Ce","tan4"
"939","UY055",3,"B79",1.1,"St(e)","Ad","yellow1"
"940","UY055",3,"B80",0.5,"St(e)","Ad","yellow1"
"941","UY055",3,"B81",0.2,"Sm","Ce","tan4"
"942","UY055",3,"B82",0.3,"St","Ce","tan4"
"943","UY055",3,"B83",0.8,"Sli","Ce","tan4"
"944","UY055",-12,"B84",0.6,"COVERED","covered","black"
"945","UY055",3,"B85",0.9,"Sl","Ce","tan4"
"946","UY055",3,"B86",0.8,"Sa(e)","As","yellow3"
"947","UY055",3,"B87",0.3,"Sm","Ce","tan4"
"948","UY055",3,"B88",0.7,"Sl","Ce","tan4"
"949","UY055",-12,"B89",2.7,"COVERED","covered","black"
"950","UY055",3,"B90",1.9,"Sl","Ce","tan4"
"951","UY056",3,"B1",2,"St(e)","Ad","yellow1"
"952","UY056",3,"B2",0.15,"Sr","Fs","gray50"
"953","UY056",3,"B3",0.25,"St","Fs","gray50"
"954","UY056",8,"B4",0.05,"Fm","Fs","gray50"
"955","UY056",3,"B5",0.3,"Sm","Fs","gray50"
"956","UY056",3,"B6",1.8,"St(e)","Ad","yellow1"
"957","UY056",3,"B7",0.7,"Sti","Ce","tan4"
"958","UY056",8,"B8",0.2,"Fm","Fm","gray65"
"959","UY059",3,"B1",0.8,"St(e)","Ad","yellow1"
"960","UY059",3,"B2",0.9,"St(e)","Ad","yellow1"
"961","UY059",-12,"B3",2.5,"COVERED","covered","black"
"962","UY059",3,"B4",0.6,"Sm","Ce","tan4"
"963","UY059",3,"B5",1.3,"Sl","Ce","tan4"
"964","UY059",3,"B6",1.7,"Sl(e)","As","yellow3"
"965","UY060",3,"B1",1.8,"St(e)","Ad","yellow1"
"966","UY060",3,"B2",1.1,"Sa(e)","As","yellow3"
"967","UY060",3,"B3",0.8,"Sm","Ce","tan4"
"968","UY061",3,"B1",1.1,"St(e)","Ad","yellow1"
"969","UY061",3,"B2",0.4,"St(e)","Ad","yellow1"
"970","UY061",3,"B3",0.7,"St(e)","Ad","yellow1"
"971","UY061",3,"B4",0.4,"St(e)","Ad","yellow1"
"972","UY061",3,"B5",0.6,"St(e)","Ad","yellow1"
"973","UY061",3,"B6",0.8,"St(e)","Ad","yellow1"
"974","UY061",3,"B7",0.25,"Sl","Fs","gray50"
"975","UY061",3,"B8",0.75,"Ht","Fs","gray50"
"976","UY061",3,"B9",0.9,"Sm","Ce","tan4"
"977","UY061",3,"B10",0.6,"Sl","Ce","tan4"
"978","UY061",3,"B11",0.4,"St(e)","Ad","yellow1"
"979","UY061",3,"B12",0.9,"St(e)","Ad","yellow1"
"980","UY061",3,"B13",0.2,"St(e)","Ad","yellow1"
"981","UY061",3,"B14",0.9,"St(e)","Ad","yellow1"
"982","UY061",3,"B15",0.3,"St(e)","Ad","yellow1"
"983","UY061",3,"B16",0.9,"St(e)","Ad","yellow1"
"984","UY061",3,"B17",0.3,"St(e)","Ad","yellow1"
"985","UY061",3,"B18",0.6,"Sli","Ce","tan4"
"986","UY061",-12,"B19",3.5,"COVERED","covered","black"
"987","UY061",3,"B20",1.1,"S","Ce","tan4"
"988","UY061",3,"B21",0.7,"Sm","Ce","tan4"
"989","UY061",3,"B22",0.6,"Sli","Ce","tan4"
"990","UY061",3,"B23",0.5,"Sli","Ce","tan4"
"991","UY061",-12,"B24",1.1,"COVERED","covered","black"
"992","UY061",3,"B25",0.25,"St","Cpd","tan1"
"993","UY061",3,"B26",0.25,"St","Cpd","tan1"
"994","UY061",3,"B27",0.2,"St","Cpd","tan1"
"995","UY061",3,"B28",0.6,"St","Cpsb","tan2"
"996","UY061",3,"B29",0.15,"Fm","Fm","gray65"
"997","UY061",3,"B30",0.5,"Sd","Fs","gray50"
"998","UY061",3,"B31",0.4,"Fm","Fm","gray65"
"999","UY061",3,"B32",0.6,"Ss","Ce","tan4"
"1000","UY061",3,"B33",0.1,"Sr","Ce","tan4"
"1001","UY061",3,"B34",0.1,"Sr","Ce","tan4"
"1002","UY061",3,"B35",0.1,"Sr","Ce","tan4"
"1003","UY061",3,"B36",0.1,"Sr","Ce","tan4"
"1004","UY061",3,"B37",0.1,"Sr","Ce","tan4"
"1005","UY061",3,"B38",0.1,"Sr","Ce","tan4"
"1006","UY061",-12,"B39",1.25,"COVERED","covered","black"
"1007","UY061",3,"B40",0.2,"St","Ce","tan4"
"1008","UY061",3,"B41",0.2,"St","Ce","tan4"
"1009","UY061",8,"B42",0.05,"Fm","Fs","gray50"
"1010","UY061",3,"B43",0.05,"Sm","Fs","gray50"
"1011","UY061",8,"B44",0.05,"Fm","Fs","gray50"
"1012","UY061",3,"B45",0.05,"Sm","Fs","gray50"
"1013","UY061",3,"B46",0.15,"S","Fs","gray50"
"1014","UY061",8,"B47",0.2,"Fm","Fs","gray50"
"1015","UY061",3,"B48",0.4,"St","Fs","gray50"
"1016","UY061",9,"B49",0.1,"Fl","Fs","gray50"
"1017","UY061",3,"B50",0.4,"Sr","Fs","gray50"
"1018","UY061",9,"B51",0.15,"Fl","Fs","gray50"
"1019","UY061",3,"B52",0.4,"Sr","Fs","gray50"
"1020","UY061",8,"B53",0.2,"Fl","Fs","gray50"
"1021","UY061",3,"B54",0.2,"Sr","Fs","gray50"
"1022","UY061",9,"B55",0.05,"Fm","Fs","gray50"
"1023","UY061",3,"B56",0.4,"Sr","Fs","gray50"
"1024","UY061",8,"B57",0.3,"Fl","Fs","gray50"
"1025","UY061",3,"B58",3,"Sr","Fs","gray50"
"1026","UY061",-12,"B59",6.2,"COVERED","covered","black"
"1027","UY063",2,"B1",0.2,"St","Cpd","tan1"
"1028","UY063",2,"B2",0.2,"St","Cpd","tan1"
"1029","UY063",2,"B3",0.15,"St","Cpd","tan1"
"1030","UY063",2,"B4",0.2,"St","Cpd","tan1"
"1031","UY063",2,"B5",0.15,"St","Cpd","tan1"
"1032","UY063",2,"B6",0.2,"St","Cpd","tan1"
"1033","UY063",2,"B7",0.2,"St","Cpd","tan1"
"1034","UY063",2,"B8",0.25,"St","Cpd","tan1"
"1035","UY063",2,"B9",0.25,"St","Cpd","tan1"
"1036","UY063",2,"B10",0.5,"S","Cpd","tan1"
"1037","UY063",2,"B11",0.4,"St","Cpd","tan1"
"1038","UY063",2,"B12",0.5,"S","Cpd","tan1"
"1039","UY063",3,"B13",0.2,"S","Cpd","tan1"
"1040","UY063",2,"B14",0.5,"Sl(e)","As","yellow3"
"1041","UY063",3,"B15",1.2,"Sa(e)","As","yellow3"
"1042","UY063",-12,"B16",1,"COVERED","covered","black"
"1043","UY063",3,"B17",0.3,"Sl(e)","As","yellow3"
"1044","UY063",3,"B18",0.4,"Sa(e)","As","yellow3"
"1045","UY063",3,"B19",0.4,"Sl(e)","As","yellow3"
"1046","UY063",-12,"B20",3.2,"COVERED","covered","black"
"1047","UY063",3,"B21",0.5,"Sl(e)","As","yellow3"
"1048","UY063",2,"B22",0.25,"Sm","Ce","tan4"
"1049","UY063",4,"B23",0.25,"Fm","Fm","gray65"
"1050","UY063",2,"B24",0.3,"Sri","Ce","tan4"
"1051","UY063",2,"B25",0.2,"St","Ce","tan4"
"1052","UY063",3,"B26",1.9,"Sa(e)","As","yellow3"
"1053","UY063",3,"B27",0.5,"Sl(e)","As","yellow3"
"1054","UY063",3,"B28",0.55,"St(e)","Ad","yellow1"
"1055","UY063",3,"B29",0.65,"St(e)","Ad","yellow1"
"1056","UY063",4,"B30",0.3,"Fl","Fm","gray65"
"1057","UY063",3,"B31",0.4,"Sm","Ce","tan4"
"1058","UY063",3,"B32",0.5,"Sa(e)","As","yellow3"
"1059","UY063",3,"B33",0.8,"Sli","Ce","tan4"
"1060","UY063",-12,"B34",3.2,"COVERED","covered","black"
"1061","UY063",2,"B35",0.5,"Sm","Ce","tan4"
"1062","UY063",-12,"B36",1.6,"COVERED","covered","black"
"1063","UY063",3,"B37",2.4,"Sti","Cpd","tan1"
"1064","UY063",8,"B38",0.1,"Fm","Fm","gray65"
"1065","UY063",3,"B39",1.6,"Sti","Cpd","tan1"
"1066","UY063",-12,"B40",0.5,"COVERED","covered","black"
"1067","UY063",3,"B41",1.7,"Sm","Ce","tan4"
"1068","UY063",8,"B42",0.05,"Fm","Fm","gray65"
"1069","UY063",3,"B43",0.7,"S","Ce","tan4"
"1070","UY063",-12,"B44",0.6,"COVERED","covered","black"
"1071","UY063",3,"B45",0.3,"Sm","Ce","tan4"
"1072","UY063",4,"B46",0.15,"Fm","Fm","gray65"
"1073","UY063",2,"B47",0.2,"Sm","Ce","tan4"
"1074","UY063",2,"B48",1.6,"Sli","Ce","tan4"
"1075","UY063",2,"B49",1,"St(e)","Ad","yellow1"
"1076","UY063",2,"B50",2.1,"Sl","Ce","tan4"
"1077","UY063",2,"B51",0.25,"St","Ce","tan4"
"1078","UY063",2,"B52",0.25,"St","Ce","tan4"
"1079","UY063",2,"B53",1.2,"Sl","Ce","tan4"
"1080","UY063",2,"B54",0.9,"Sl(e)","As","yellow3"
"1081","UY063",2,"B55",1.9,"Sm","Ce","tan4"
"1082","UY063",8,"B56",0.15,"Fm","Fm","gray65"
"1083","UY063",2,"B57",0.9,"Sm","Ce","tan4"
"1084","UY063",-2,"B58",0.2,"Gm","Ce","tan4"
"1085","UY063",2,"B59",0.7,"Sl","Ce","tan4"
"1086","UY063",2,"B60",1.2,"Sr","Ce","tan4"
"1087","UY063",2,"B61",1.2,"S","Ce","tan4"
"1088","UY064",3,"B1",0.2,"Sl","Ce","tan4"
"1089","UY064",3,"B2",0.4,"St(e)","Ad","yellow1"
"1090","UY064",2,"B3",0.3,"St","Cpd","tan1"
"1091","UY064",2,"B4",0.3,"St","Cpd","tan1"
"1092","UY064",2,"B5",0.3,"St","Cpd","tan1"
"1093","UY064",4,"B6",0.4,"Fm","Fm","gray65"
"1094","UY064",3,"B7",0.4,"Sl","Ce","tan4"
"1095","UY064",3,"B8",0.4,"Sr","Ce","tan4"
"1096","UY064",3,"B9",0.2,"Sri","Ce","tan4"
"1097","UY064",8,"B10",0.75,"Fl","Fm","gray65"
"1098","UY064",8,"B11",0.1,"Fm","Fm","gray65"
"1099","UY064",8,"B12",0.15,"Fl","Fm","gray65"
"1100","UY064",-1,"B13",0.1,"Gm","Cpd","tan1"
"1101","UY064",1,"B14",0.2,"S?","Cpd","tan1"
"1102","UY064",1,"B15",0.2,"St","Cpd","tan1"
"1103","UY064",1,"B16",0.15,"St","Cpd","tan1"
"1104","UY064",1,"B17",0.15,"St","Cpd","tan1"
"1105","UY064",1,"B18",0.2,"Sr","Cpd","tan1"
"1106","UY064",1,"B19",0.2,"St","Cpd","tan1"
"1107","UY064",1,"B20",0.4,"St(e)","Ad","yellow1"
"1108","UY064",1,"B21",0.7,"St(e)","Ad","yellow1"
"1109","UY064",2,"B22",0.5,"Sli","Ce","tan4"
"1110","UY064",-1,"B23",0.1,"Gm","Ce","tan4"
"1111","UY064",1,"B24",0.1,"St","Ce","tan4"
"1112","UY064",1,"B25",0.5,"Sl","Ce","tan4"
"1113","UY064",2,"B26",0.3,"S?","Ce","tan4"
"1114","UY064",2,"B27",1.2,"Ht","Fs","gray50"
"1115","UY064",3,"B28",0.2,"Sl","Fs","gray50"
"1116","UY064",3,"B29",0.2,"St","Fs","gray50"
"1117","UY064",8,"B30",0.4,"Fm","Fs","gray50"
"1118","UY064",3,"B31",0.5,"Sm","Fs","gray50"
"1119","UY064",8,"B32",0.4,"Fm","Fs","gray50"
"1120","UY064",3,"B33",0.3,"Sr","Fs","gray50"
"1121","UY064",3,"B34",0.6,"Sri","Fs","gray50"
"1122","UY064",3,"B35",0.2,"S?","Fs","gray50"
"1123","UY064",4,"B36",0.2,"Fm","Fs","gray50"
"1124","UY065",3,"B1",1.8,"St(e)","Ad","yellow1"
"1125","UY065",-1,"B2",0.05,"Gm","Ce","tan4"
"1126","UY065",2,"B3",0.15,"Sm","Ce","tan4"
"1127","UY065",2,"B4",0.4,"Sl","Ce","tan4"
"1128","UY065",2,"B5",0.1,"St","Ce","tan4"
"1129","UY065",2,"B6",0.4,"Sl","Ce","tan4"
"1130","UY065",2,"B7",0.1,"St","Ce","tan4"
"1131","UY065",2,"B8",0.4,"Sl","Ce","tan4"
"1132","UY065",3,"B9",0.25,"St","Ce","tan4"
"1133","UY065",3,"B10",0.25,"St","Ce","tan4"
"1134","UY065",3,"B11",0.3,"St","Ce","tan4"
"1135","UY065",2,"B12",0.3,"S","Ce","tan4"
"1136","UY065",2,"B13",0.1,"St","Ce","tan4"
"1137","UY065",2,"B14",0.7,"S","Ce","tan4"
"1138","UY065",3,"B15",0.2,"St","Ce","tan4"
"1139","UY065",3,"B16",2.2,"Sa(e)","As","yellow3"
"1140","UY065",-12,"B17",4.8,"COVERED","covered","black"
"1141","UY065",3,"B18",2.6,"St(e)","Ad","yellow1"
"1142","UY065",2,"B19",0.2,"Sl","Ce","tan4"
"1143","UY065",2,"B20",0.2,"Sl","Ce","tan4"
"1144","UY065",2,"B21",0.15,"St","Ce","tan4"
"1145","UY065",2,"B22",0.2,"Sl","Ce","tan4"
"1146","UY065",2,"B23",0.2,"Sl","Ce","tan4"
"1147","UY065",2,"B24",0.15,"St","Ce","tan4"
"1148","UY065",2,"B25",0.2,"Sl","Ce","tan4"
"1149","UY065",2,"B26",0.1,"St","Ce","tan4"
"1150","UY065",2,"B27",0.2,"Sl","Ce","tan4"
